,logS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCCCC(CC)CN,-1.71,129.24699999999999,110.09499999999997,129.151749608,56,0,-0.0048966130328942994,-0.3301975692026241,0.3301975692026241,0.0048966130328942994,5.524057067271353,0.7823611111111111,5.524057067271353,0.7823611111111111,3.092246194602391,48.52932501298081,7.112884175122364,6.69023444431199,6.69023444431199,4.346065214951232,4.0472067242285465,4.0472067242285465,2.6522044798319038,2.6522044798319038,1.8766094288120272,1.8766094288120272,0.9814412219231003,0.9814412219231003,-0.04,99.31601294519112,8.960000000000003,6.08562814070352,4.462512562814072,58.63373652561852,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,18.883484074999977,0.0,0.0,0.0,0.0,0.0,0.0,11.651573523323577,39.53076089108528,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.544756405912575,0.0,5.917906046161393,39.53076089108528,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,12.462662452073968,25.683286491704038,0.0,0.0,13.847474399381248,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.833333333333332,1.0,9,2,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,2.1615,42.36040000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,236.27100000000002,220.14299999999994,236.116092372,92,0,0.4118976757190222,-0.43618076107684406,0.43618076107684406,0.4118976757190222,11.418244047619048,-0.8067942176870753,11.418244047619048,0.3095262240698746,2.419926733388694,378.5969479612245,12.673362107437434,9.895953267715893,9.895953267715893,8.130228955335799,5.435443874178529,5.435443874178529,3.4331433937365894,3.4331433937365894,2.024237827677815,2.024237827677815,1.200835869243202,1.200835869243202,-2.0399999999999996,5941.818723593878,13.026844919786097,6.522570100945362,4.5453279237806665,100.15736960268713,10.05365155780638,0.0,6.103966387748303,0.0,5.907179729351506,6.093240070938415,10.111325788078153,4.794537184071822,0.0,0.0,18.19910120538483,25.980208536304467,12.232142680596137,0.0,14.325937321943691,17.687806074973484,0.0,5.316788604006331,0.0,19.95144078712955,11.861545009918906,30.33183534230805,0.0,0.0,10.633577208012662,10.481923458755384,0.0,0.0,24.6491425939508,9.53140013787187,0.0,13.847474399381248,30.33183534230805,0.0,0.0,0.0,67.43,12.197206458686718,9.589074368143644,0.0,5.907179729351506,12.232142680596137,0.0,6.923737199690624,31.18920547353706,6.06636706846161,10.633577208012662,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.33333333333333,0.3333333333333333,17,2,5,0,0,0,1,0,1,3,2,5,4,0,0,0,1,1.7596999999999994,64.69140000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,309.52900000000005,298.44100000000003,307.962121112,100,0,0.2405271510970985,-0.39357893797316484,0.39357893797316484,0.2405271510970985,9.81379440665155,-1.7931435815066767,9.81379440665155,0.5465761343117492,2.0121307465624216,284.92430642566427,12.792528739883947,8.37148747324345,10.639274311298813,7.841553820740986,4.844042575790106,5.977935994817788,3.8199242679118948,6.188863652905588,2.604713559641149,3.139236043465998,1.7880068970613496,2.0966135969855344,0.6299999999999997,6966.162004477139,14.047890098707231,4.956413248927718,2.6528156084011933,111.91531914730106,29.53017104592226,24.41586555099321,6.290026729335213,10.082562664864984,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,0.0,6.606881964512918,29.53017104592226,34.802819670697545,0.0,0.0,0.0,40.7884549451934,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,62.71491909422843,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,88.38000000000001,47.395336909706316,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1199359269384,0.0,16.738045739900898,0.0,0.0,0.0,0.0,0.0,0.0,-1.7931435815066767,36.638431174939114,1.0,17,3,6,0,2,2,0,0,0,6,3,9,2,0,2,2,2,-0.46290000000000014,57.79640000000003,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCN,-1.85,115.22000000000001,98.08399999999999,115.13609954399999,50,0,-0.007727546709245303,-0.33047350396343245,0.33047350396343245,0.007727546709245303,5.310742630385487,0.8647959183673469,5.310742630385487,0.8647959183673469,2.53006045688352,29.368065554250645,6.242640687119286,5.819990956308912,5.819990956308912,3.914213562373095,3.6153550716504106,3.6153550716504106,2.2028886969679076,2.2028886969679076,1.307677535825205,1.307677535825205,0.7478909578906799,0.7478909578906799,-0.04,61.499612265106904,7.96,6.96,5.959999999999999,52.26879441122191,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,39.02784531432067,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.544756405912575,0.0,0.0,39.02784531432067,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,6.544756405912575,32.10410811463005,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.000000000000002,1.0,8,2,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1.9155,37.81339999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
COC(=O)c1ccccc1,-1.85,136.14999999999998,128.08599999999998,136.052429496,52,0,0.33734142683544294,-0.4654175231959395,0.4654175231959395,0.33734142683544294,10.791203703703705,-0.29111111111111065,10.791203703703705,0.29111111111111065,2.8526279288191434,215.9590174505521,7.397341225498538,5.703247926875856,5.703247926875856,4.842535255101096,2.977180183450686,2.977180183450686,1.8576070275816354,1.8576070275816354,1.1948867346934549,1.1948867346934549,0.6920867462383864,0.6920867462383864,-1.31,237.587417309747,6.805074798619103,3.011779444695785,1.34501586290279,59.43635467784082,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,0.0,12.673249032974528,9.53140013787187,5.969305287951849,0.0,0.0,0.0,0.0,7.109797541277533,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229383,4.736862953800049,0.0,10.357988675768818,30.33183534230805,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,5.563451491696996,0.0,7.109797541277533,24.26546827384644,6.06636706846161,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.833333333333332,0.125,10,0,2,0,0,0,1,0,1,2,0,2,1,0,0,0,1,1.4732,37.781500000000015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC(C1)C(C)(C)C2=O,-1.85,152.237,136.10899999999998,152.120115132,62,0,0.14410975306415794,-0.2984792570899102,0.2984792570899102,0.14410975306415794,11.810277777777777,-0.00694444444444442,11.810277777777777,0.00694444444444442,2.416428519178835,210.15777938858872,8.276020881938894,7.606918903213131,7.606918903213131,4.966979035088338,4.516402641941018,4.516402641941018,5.051194858384206,5.051194858384206,3.895514955531238,3.895514955531238,3.0261612330667083,3.0261612330667083,-0.33,384.656391238659,7.326147454014241,1.701311022684903,0.6920887919238793,68.17358985038433,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,20.771211599071872,25.18037091493942,10.82998093879356,0.0,4.794537184071822,5.783244946364939,0.0,0.0,16.747886984954953,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,16.747886984954953,40.0336764678499,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,10.82998093879356,11.701150992526333,12.841643245852019,6.4208216229260096,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,2.401700000000001,44.23600000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClCCCBr,-1.85,157.438,151.39,155.934139972,32,0,0.023090915695859762,-0.12668549920077524,0.12668549920077524,0.023090915695859762,5.2716512345679005,0.7690972222222223,5.2716512345679005,0.7690972222222223,2.19060968716425,14.364527976600282,4.121320343559642,2.877249289578097,5.219174774711255,2.414213562373095,1.5345224838248486,3.1905138753960998,0.7315178636025008,1.90248060616908,0.2672612419124243,1.0952569376980499,0.05050762722761051,0.7873359887517356,0.77,11.245112497836532,5.77,4.769999999999999,4.769999999999998,45.6399490891458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,15.929943897949348,6.4208216229260096,11.210093092031766,0.0,0.0,27.530883788181864,0.0,0.0,0.0,6.4208216229260096,11.210093092031766,0.0,0.0,0.0,0.0,0.0,0.0,27.530883788181864,11.210093092031766,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.630914714957775,0.0,0.0,0.0,15.929943897949348,11.600939890232516,0.0,5.2716512345679005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.864390432098766,1.0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2.0102,29.130999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC=C,-1.87,54.09199999999999,48.044,54.046950192,22,0,-0.07008230826610218,-0.0990867373646055,0.0990867373646055,0.07008230826610218,3.361111111111111,1.6388888888888888,3.361111111111111,1.6388888888888888,2.7320508075688776,21.019550008653873,3.414213562373095,2.5689141007523464,2.5689141007523464,1.914213562373095,1.1498299142610593,1.1498299142610593,0.4714045207910318,0.4714045207910318,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.52,6.854752972273345,3.48,2.48,1.48,26.454871306650865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,13.157871367196995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3584,20.393999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=c1ccc2ccccc2o1,-1.89,146.14499999999998,140.09699999999998,146.036779432,54,0,0.33569031616433825,-0.4227294736611369,0.4227294736611369,0.33569031616433825,10.716763038548752,-0.3021296296296294,10.716763038548752,0.3021296296296294,2.935350797972025,428.5108208761056,7.681798275874712,5.7805981960654815,5.7805981960654815,5.360173345306137,3.35040630740838,3.35040630740838,2.2922570838438423,2.2922570838438423,1.5285353991729589,1.5285353991729589,1.0113830342838968,1.0113830342838968,-1.57,487.8529731213885,6.160248407637458,2.234974333040861,1.02612164813026,63.07940657528498,4.417150937053347,5.583020141642242,0.0,0.0,0.0,5.625586319077987,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,11.452591282926406,0.0,4.417150937053347,10.969244356107037,0.0,0.0,0.0,0.0,0.0,46.818325913919466,0.0,0.0,5.625586319077987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.609890531894834,0.0,10.969244356107037,0.0,30.21,0.0,4.794537184071822,0.0,5.625586319077987,5.583020141642242,5.386224214464796,6.06636706846161,12.13273413692322,18.19910120538483,0.0,4.417150937053347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9060648148148145,22.593935185185185,0.0,11,0,2,0,0,0,1,1,2,2,0,2,0,0,0,0,2,1.793,42.484000000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)c1ccccc1Cl,-1.89,156.56799999999998,151.528,155.99780708,52,0,0.33670664180931204,-0.47760079895521496,0.47760079895521496,0.33670664180931204,10.337314814814814,-0.9948148148148144,10.337314814814814,0.14274691358024727,3.1529414466808685,257.53794892648057,7.560477932315068,5.042827435731551,5.798756381750006,4.715214055163269,2.6940634486761503,3.0720279216853776,1.7849988424640895,2.1921989692046955,1.104265451624193,1.4338536726642384,0.6346499871085173,0.8512169129156681,-1.02,182.2382192735223,7.091358574610246,2.7089444566765426,1.2771545289510258,63.05536731301502,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,23.733674027155736,12.13273413692322,0.0,10.586084805438322,9.901064578912528,17.570245178184365,0.0,0.0,0.0,0.0,0.0,34.85155307928476,0.0,0.0,0.0,0.0,0.0,11.600939890232516,11.075832682792555,0.0,0.0,10.357988675768818,24.26546827384644,5.022633313741326,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,10.586084805438322,0.0,0.0,6.06636706846161,18.19910120538483,0.0,0.0,16.70746728507322,0.0,5.538395061728394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57271604938272,0.0,10,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,2.0382000000000002,38.411300000000004,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91,180.16299999999995,172.09899999999996,180.053492116,68,0,0.2922417716235279,-0.3206199089016945,0.3206199089016945,0.2922417716235279,10.654263038548752,-0.5364351851851854,10.654263038548752,0.09935185185185147,3.043527354634101,348.9973052375337,9.844934982691242,6.981359543650051,6.981359543650051,6.1090609052806215,3.6202295838416476,3.6202295838416476,2.4554450613668193,2.4554450613668193,1.4114465071604612,1.4114465071604612,0.9281965664914673,0.9281965664914673,-1.9100000000000001,729.6807528797516,9.180171325518485,3.6613433118979954,2.2610183344226913,74.52564735444179,5.316788604006331,5.687386274683562,0.0,5.907179729351506,5.687386274683562,0.0,14.908855452837393,0.0,0.0,0.0,12.13273413692322,6.06636706846161,12.990104268152233,4.923311048817671,9.717848232889493,17.28195227871863,0.0,0.0,0.0,6.923737199690624,5.316788604006331,34.37978654261201,0.0,0.0,5.316788604006331,11.374772549367124,0.0,0.0,10.830490778169176,4.794537184071822,10.114318268765572,6.923737199690624,24.26546827384644,0.0,0.0,0.0,72.24,4.923311048817671,14.908855452837393,0.0,17.28195227871863,0.0,0.0,19.056471336613846,12.13273413692322,0.0,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.125,13,1,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,1.5532,47.40010000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClCC(Cl)CCl,-1.92,147.43200000000002,142.392,145.9456832,38,0,0.060618612030870274,-0.12506668729947193,0.12506668729947193,0.060618612030870274,5.385802469135802,-0.06172839506172867,5.385802469135802,0.06172839506172867,2.7541847860376616,25.219280948873624,4.99156383156272,3.1254572505904026,5.393244088645766,2.808060412490447,1.569236954988567,3.0747177031102497,0.9058885344431804,2.140315334139916,0.3348602589399532,1.7044349890436248,0.04123930494211612,0.3711537444790451,0.8699999999999999,19.800269059780252,6.869999999999999,4.040357751277683,3.0753388090349074,52.37893393726779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,0.0,11.760006889940678,5.3770878682057255,0.0,34.802819670697545,0.0,0.0,0.0,5.3770878682057255,11.760006889940678,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,17.137094758146404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3770878682057255,11.760006889940678,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,15.857253086419751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8094135802469138,1.0,6,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2.0713999999999997,31.080999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc1cccc2ccccc12,-1.92,143.189,134.11699999999996,143.073499288,54,0,0.0393211270578291,-0.39822585696205237,0.39822585696205237,0.0393211270578291,5.7562037037037035,0.8500925925925928,5.7562037037037035,0.8500925925925928,2.9131611636048604,374.03449039867843,7.681798275874712,6.118802153517007,6.118802153517007,5.377010097711745,3.610042339640732,3.610042339640732,2.5683756729740654,2.5683756729740654,1.8233615597604877,1.8233615597604877,1.2504627916220952,1.2504627916220952,-1.5,505.7637345563877,6.22562358276644,2.274078478002378,0.9444444444444444,65.45295834824488,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,11.452591282926406,11.073610489148358,0.0,0.0,16.459834703613154,0.0,0.0,0.0,0.0,5.733667477162185,42.46456947923127,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,26.02,0.0,0.0,0.0,0.0,0.0,11.073610489148358,5.386224214464796,0.0,30.33183534230805,12.13273413692322,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000000000004,0.0,11,2,1,0,0,0,2,0,2,1,1,1,0,0,0,0,2,2.4220000000000006,48.36040000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(C)c2ccccc2n1,-1.94,157.21599999999995,146.12799999999996,157.089149352,60,0,0.07073200397683621,-0.253121952673661,0.253121952673661,0.07073200397683621,4.436481481481481,1.0890740740740743,4.436481481481481,1.0890740740740743,2.892065045173516,418.2736683970917,8.55204176387779,7.333964941448087,7.333964941448087,5.770856947829095,4.10191413387921,4.10191413387921,3.097684103716862,3.097684103716862,2.051088207093115,2.051088207093115,1.5179436521838983,1.5179436521838983,-1.37,698.6147118102671,7.288302829652313,2.5933634163530175,1.0738579403232056,72.0625998609719,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,18.19910120538483,31.54366002800146,11.080152209313257,5.516700717616262,0.0,10.902924932081056,0.0,4.9839785209472085,0.0,13.847474399381248,0.0,41.58921482885351,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,13.847474399381248,11.257379486545457,30.33183534230805,0.0,10.902924932081056,0.0,12.89,0.0,0.0,0.0,0.0,0.0,11.210628712464722,10.949675706161791,0.0,19.056471336613843,30.106816926022663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,0.18181818181818182,12,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,2,2.8516400000000006,51.21700000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-1.95,266.25699999999995,252.14499999999995,266.101504928,102,0,0.16400652782013053,-0.3935668539603635,0.3935668539603635,0.16400652782013053,9.977961545729404,-1.1491298185941046,9.977961545729404,0.3291605515663063,2.035435145869755,601.3927524598979,13.568549621822843,9.917438798167169,9.917438798167169,9.1302289553358,5.826577911527596,5.826577911527596,4.448056071049383,4.448056071049383,3.3313838722275637,3.3313838722275637,2.3056721995934657,2.3056721995934657,-1.74,35227.092267622436,12.301818305334772,4.422633639339759,1.7667966294822206,107.62651212229626,30.357212263275706,36.1042592366122,6.22790117073487,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,6.06636706846161,6.196843571613076,11.993106178977714,20.056445138322168,16.85126421306755,0.0,14.53505668968577,0.0,24.539800333979777,12.340549441675103,18.59053071483923,0.0,0.0,5.733667477162185,5.817862777835028,0.0,0.0,54.77342000196571,4.736862953800049,0.0,6.22790117073487,18.59053071483923,0.0,11.033401435232523,0.0,126.65,24.539800333979777,10.213054789681411,0.0,6.606881964512918,16.85126421306755,0.0,6.3273200747645415,16.83031028786604,0.0,9.967957041894417,15.57705782580294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.566388888888889,49.76694444444445,0.45454545454545453,19,5,8,0,1,1,0,2,2,8,4,8,2,0,1,1,3,-1.3750000000000002,64.94980000000002,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
